"ID";"Geslacht";"Leeftijd";"RegioS";"Perioden";"TotaalNieuwvormingen_8";"TotaalEndocrieneVoedingsStofwZ_32";"TotaalPsychischeStoornissen_35";"TotaalZiektenVanHartEnVaatstelsel_43";"TotaalZiektenVanDeKransvaten_44";"k_711AcuutHartinfarct_45";"k_712OverigeZiektenVanDeKransvaten_46";"k_72OverigeHartziekten_47";"TotaalZiektenVanDeAdemhalingsorganen_50";"k_81Griep_51";"k_82Longontsteking_52";"TotaalChronischeAandOndersteLucht_53";"k_831Astma_54";"k_832OvChronAandOndersteLuchtw_55";"k_84OverigeZiektenAdemhalingsorganen_56";"TotaalZiektenSpierenBeendBindwfsl_64";"k_111ReumatoideArtritisEnArtrose_65";"k_112OvZktnSpierenBeendBindwfsl_66"
"39843";"3000   ";"71600";"GM0202";"2022JJ00";"      47";"       5";"       6";"      25";"      10";"       5";"       5";"       6";"       4";"       0";"       0";"       2";"       0";"       2";"       2";"       1";"       0";"       1"
"39844";"3000   ";"71600";"GM0202";"2023JJ00";"      41";"       5";"       7";"      25";"       4";"       3";"       1";"      10";"      13";"       0";"       1";"      12";"       0";"      12";"       0";"       3";"       1";"       2"
"39845";"3000   ";"71600";"GM0202";"2024JJ00";"      33";"       5";"       9";"      34";"      12";"       9";"       3";"       9";"      18";"       0";"       5";"       8";"       0";"       8";"       5";"       0";"       0";"       0"
"39872";"3000   ";"71600";"GM0758";"2022JJ00";"      48";"       4";"       6";"      25";"      10";"       5";"       5";"       5";"      10";"       0";"       2";"       8";"       0";"       8";"       0";"       0";"       0";"       0"
"39873";"3000   ";"71600";"GM0758";"2023JJ00";"      46";"       7";"       4";"      39";"       9";"       4";"       5";"      17";"      11";"       1";"       1";"       6";"       0";"       6";"       3";"       0";"       0";"       0"
"39874";"3000   ";"71600";"GM0758";"2024JJ00";"      53";"       3";"       8";"      28";"       6";"       4";"       2";"       8";"      17";"       0";"       4";"      10";"       0";"      10";"       3";"       0";"       0";"       0"
"39901";"3000   ";"71600";"GM0505";"2022JJ00";"      25";"       0";"       6";"      22";"       6";"       4";"       2";"       5";"      11";"       0";"       0";"       8";"       0";"       8";"       3";"       0";"       0";"       0"
"39902";"3000   ";"71600";"GM0505";"2023JJ00";"      32";"       2";"       4";"      16";"       4";"       4";"       0";"       4";"      13";"       1";"       3";"       8";"       0";"       8";"       1";"       0";"       0";"       0"
"39903";"3000   ";"71600";"GM0505";"2024JJ00";"      28";"       3";"       8";"      24";"       6";"       3";"       3";"       7";"      11";"       1";"       5";"       5";"       0";"       5";"       0";"       0";"       0";"       0"
"39930";"3000   ";"71600";"GM0228";"2022JJ00";"      29";"       2";"       6";"      25";"       9";"       5";"       4";"       3";"       9";"       0";"       1";"       7";"       0";"       7";"       1";"       0";"       0";"       0"
"39931";"3000   ";"71600";"GM0228";"2023JJ00";"      23";"       2";"       2";"      21";"      10";"       9";"       1";"       7";"       5";"       0";"       1";"       3";"       0";"       3";"       1";"       1";"       1";"       0"
"39932";"3000   ";"71600";"GM0228";"2024JJ00";"      37";"       1";"       2";"      25";"       8";"       3";"       5";"       4";"       6";"       2";"       1";"       3";"       0";"       3";"       0";"       0";"       0";"       0"
"39959";"3000   ";"71600";"GM0772";"2022JJ00";"      65";"       2";"       7";"      31";"      13";"       8";"       5";"       9";"      18";"       0";"       3";"      10";"       0";"      10";"       5";"       2";"       0";"       2"
"39960";"3000   ";"71600";"GM0772";"2023JJ00";"      59";"       5";"      11";"      41";"      14";"      13";"       1";"      15";"      13";"       0";"       7";"       4";"       0";"       4";"       2";"       0";"       0";"       0"
"39961";"3000   ";"71600";"GM0772";"2024JJ00";"      66";"       2";"       8";"      35";"       6";"       4";"       2";"      12";"      16";"       2";"       2";"       9";"       1";"       8";"       3";"       2";"       0";"       2"
"39988";"3000   ";"71600";"GM0114";"2022JJ00";"      36";"       3";"       1";"      37";"       6";"       2";"       4";"      10";"      11";"       2";"       1";"       5";"       0";"       5";"       3";"       1";"       0";"       1"
"39989";"3000   ";"71600";"GM0114";"2023JJ00";"      44";"       2";"       6";"      23";"       9";"       2";"       7";"       5";"      10";"       2";"       0";"       5";"       0";"       5";"       3";"       1";"       0";"       1"
"39990";"3000   ";"71600";"GM0114";"2024JJ00";"      49";"       2";"       4";"      27";"       7";"       3";"       4";"       9";"       6";"       0";"       0";"       3";"       0";"       3";"       3";"       0";"       0";"       0"
"40017";"3000   ";"71600";"GM0153";"2022JJ00";"      41";"       4";"       8";"      40";"       7";"       3";"       4";"      15";"      15";"       1";"       5";"       8";"       0";"       8";"       1";"       0";"       0";"       0"
"40018";"3000   ";"71600";"GM0153";"2023JJ00";"      49";"       2";"       7";"      34";"       5";"       3";"       2";"      16";"      14";"       0";"       3";"       9";"       0";"       9";"       2";"       0";"       0";"       0"
"40019";"3000   ";"71600";"GM0153";"2024JJ00";"      50";"       3";"       8";"      36";"       9";"       3";"       6";"       5";"      14";"       0";"       2";"      11";"       0";"      11";"       1";"       1";"       0";"       1"
"40046";"3000   ";"71600";"GM0518";"2022JJ00";"     106";"      12";"      20";"      63";"      17";"       8";"       9";"      19";"      33";"       3";"       5";"      22";"       0";"      22";"       3";"       1";"       0";"       1"
"40047";"3000   ";"71600";"GM0518";"2023JJ00";"      91";"      17";"      20";"      97";"      27";"      14";"      13";"      26";"      27";"       0";"       8";"      12";"       0";"      12";"       7";"       2";"       0";"       2"
"40048";"3000   ";"71600";"GM0518";"2024JJ00";"     108";"      10";"      20";"      72";"      24";"      14";"      10";"      18";"      32";"       5";"       5";"      18";"       0";"      18";"       4";"       3";"       2";"       1"
"40075";"3000   ";"71600";"GM0014";"2022JJ00";"      50";"       4";"       2";"      27";"      10";"       6";"       4";"       8";"      18";"       0";"       4";"       7";"       0";"       7";"       7";"       1";"       0";"       1"
"40076";"3000   ";"71600";"GM0014";"2023JJ00";"      42";"       6";"       6";"      29";"       6";"       6";"       0";"       9";"      13";"       0";"       2";"       6";"       0";"       6";"       5";"       1";"       0";"       1"
"40077";"3000   ";"71600";"GM0014";"2024JJ00";"      51";"       2";"       7";"      38";"       9";"       5";"       4";"      16";"      24";"       2";"      10";"      10";"       2";"       8";"       2";"       1";"       0";"       1"
"40104";"3000   ";"71600";"GM0392";"2022JJ00";"      38";"       3";"       4";"      37";"      11";"       4";"       7";"       6";"       7";"       0";"       4";"       3";"       0";"       3";"       0";"       1";"       0";"       1"
"40105";"3000   ";"71600";"GM0392";"2023JJ00";"      53";"       2";"      11";"      19";"       6";"       3";"       3";"       8";"      14";"       2";"       2";"       9";"       1";"       8";"       1";"       0";"       0";"       0"
"40106";"3000   ";"71600";"GM0392";"2024JJ00";"      39";"       3";"       8";"      32";"      11";"       4";"       7";"       9";"      17";"       0";"       5";"       9";"       0";"       9";"       3";"       1";"       0";"       1"
"40133";"3000   ";"71600";"GM0394";"2022JJ00";"      31";"       1";"       2";"      20";"       6";"       4";"       2";"       7";"       6";"       1";"       0";"       4";"       0";"       4";"       1";"       1";"       0";"       1"
"40134";"3000   ";"71600";"GM0394";"2023JJ00";"      51";"       1";"       3";"      21";"       6";"       2";"       4";"       7";"       6";"       0";"       0";"       4";"       0";"       4";"       2";"       0";"       0";"       0"
"40135";"3000   ";"71600";"GM0394";"2024JJ00";"      42";"       3";"       1";"      19";"       6";"       4";"       2";"       7";"      15";"       0";"       0";"       9";"       0";"       9";"       6";"       0";"       0";"       0"
"40162";"3000   ";"71600";"GM0796";"2022JJ00";"      41";"       3";"       4";"      21";"       2";"       1";"       1";"      10";"      12";"       0";"       3";"       7";"       0";"       7";"       2";"       0";"       0";"       0"
"40163";"3000   ";"71600";"GM0796";"2023JJ00";"      49";"       4";"       7";"      32";"      11";"       6";"       5";"       8";"       7";"       1";"       0";"       4";"       0";"       4";"       2";"       1";"       0";"       1"
"40164";"3000   ";"71600";"GM0796";"2024JJ00";"      47";"       1";"       6";"      32";"       8";"       5";"       3";"       8";"       9";"       0";"       1";"       6";"       0";"       6";"       2";"       0";"       0";"       0"
"40191";"3000   ";"71600";"GM0546";"2022JJ00";"      37";"       3";"       3";"      15";"       5";"       2";"       3";"       4";"       6";"       0";"       1";"       4";"       0";"       4";"       1";"       0";"       0";"       0"
"40192";"3000   ";"71600";"GM0546";"2023JJ00";"      26";"       0";"       3";"      16";"       4";"       3";"       1";"       3";"       7";"       0";"       1";"       4";"       0";"       4";"       2";"       3";"       0";"       3"
"40193";"3000   ";"71600";"GM0546";"2024JJ00";"      33";"       4";"       4";"      16";"       4";"       3";"       1";"       3";"       8";"       0";"       1";"       6";"       0";"       6";"       1";"       0";"       0";"       0"
"40220";"3000   ";"71600";"GM0935";"2022JJ00";"      26";"       0";"       5";"      19";"       1";"       0";"       1";"      10";"       5";"       0";"       1";"       4";"       0";"       4";"       0";"       1";"       0";"       1"
"40221";"3000   ";"71600";"GM0935";"2023JJ00";"      28";"       3";"       6";"      27";"       7";"       4";"       3";"      11";"      17";"       3";"       4";"       7";"       0";"       7";"       3";"       1";"       0";"       1"
"40222";"3000   ";"71600";"GM0935";"2024JJ00";"      39";"       2";"       3";"      21";"       4";"       2";"       2";"       6";"       7";"       0";"       1";"       5";"       0";"       5";"       1";"       2";"       0";"       2"
"40249";"3000   ";"71600";"GM0268";"2022JJ00";"      48";"       4";"       7";"      33";"      12";"       6";"       6";"       7";"       7";"       0";"       0";"       4";"       0";"       4";"       3";"       1";"       0";"       1"
"40250";"3000   ";"71600";"GM0268";"2023JJ00";"      40";"       3";"       7";"      25";"       5";"       3";"       2";"       7";"       6";"       1";"       1";"       3";"       0";"       3";"       1";"       0";"       0";"       0"
"40251";"3000   ";"71600";"GM0268";"2024JJ00";"      46";"       3";"      11";"      37";"      11";"       6";"       5";"       8";"       9";"       0";"       3";"       3";"       0";"       3";"       3";"       0";"       0";"       0"
"40278";"3000   ";"71600";"GM0599";"2022JJ00";"     138";"      12";"      17";"      96";"      20";"      12";"       8";"      39";"      43";"       1";"       6";"      27";"       0";"      27";"       9";"       0";"       0";"       0"
"40279";"3000   ";"71600";"GM0599";"2023JJ00";"     145";"      15";"      24";"      96";"      30";"      20";"      10";"      26";"      36";"       4";"       4";"      21";"       0";"      21";"       7";"       5";"       3";"       2"
"40280";"3000   ";"71600";"GM0599";"2024JJ00";"     142";"      18";"      19";"      97";"      26";"      14";"      12";"      28";"      44";"       3";"      12";"      18";"       0";"      18";"      11";"       2";"       0";"       2"
"40307";"3000   ";"71600";"GM0855";"2022JJ00";"      69";"       6";"       8";"      43";"      16";"      10";"       6";"      15";"      15";"       2";"       0";"       8";"       0";"       8";"       5";"       1";"       0";"       1"
"40308";"3000   ";"71600";"GM0855";"2023JJ00";"      62";"       8";"       7";"      46";"      14";"       7";"       7";"      11";"      22";"       1";"       3";"      14";"       0";"      14";"       4";"       0";"       0";"       0"
"40309";"3000   ";"71600";"GM0855";"2024JJ00";"      62";"       2";"       9";"      24";"       6";"       3";"       3";"       7";"      26";"       2";"       7";"      14";"       0";"      14";"       3";"       2";"       0";"       2"
"40336";"3000   ";"71600";"GM0344";"2022JJ00";"      50";"       4";"       5";"      32";"      12";"       8";"       4";"      14";"       6";"       0";"       3";"       2";"       0";"       2";"       1";"       1";"       0";"       1"
